,location_area,property_location,total_price,area_sqft,outside_view,property_link
672,kalwar road, kalwar road,3200000.0,1647.0,garden view,https://www.squareyards.com/resale-183-sq-yd-plot-in-ansal-anandlok-plots/8678648
673,ajmer road, jaipur ajmer express highway,4000000.0,1152.0,road view,https://www.squareyards.com/resale-128-sq-yd-plot-in-jaipur-ajmer-express-highway/9431632
674,gandhi path, gandhi path,12600000.0,1755.0,road view,https://www.squareyards.com/resale-195-sq-yd-plot-in-karni-place-road-bajrang/8380390
675,kalwara, kalwara,13500000.0,1215.0,,https://www.squareyards.com/resale-135-sq-yd-plot-in-kalvad-road-gokul-nagar/8308586
676,other, nars,2053000.0,999.0,,https://www.squareyards.com/resale-111-sq-yd-plot-in-vrb-pearl-enclave/8862591
677,other, b,4150000.0,1494.0,road view,https://www.squareyards.com/resale-166-sq-yd-plot-in-veshali-west/8962266
679,ajmer road, jaipur ajmer express highway,612000.0,918.0,,https://www.squareyards.com/resale-102-sq-yd-plot-in-jaipur-ajmer-express-highway/9197078
680,sirsi road, sirsi,4878000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-sirsi/8641985
681,bhakrota, bhankrota,6125000.0,1125.0,road view,https://www.squareyards.com/resale-125-sq-yd-plot-in-bhankrota/8873419
683,diggi road, diggi road,1625000.0,1125.0,water view,https://www.squareyards.com/resale-125-sq-yd-plot-in-rlb-pride-diggi-road-jaip/8476775
684,sikar road, sikar road,2497000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-khora-shyamdash/8898555
685,other, balawala,1548000.0,810.0,road view,https://www.squareyards.com/resale-90-sq-yd-plot-in-balawala/8768563
686,central jaipur, adarsh nagar,52000000.0,3744.0,road view,https://www.squareyards.com/resale-416-sq-yd-plot-in-janco-h4s-bsakbi/8902254
687,jagatpura, jagatpura,12800000.0,3060.0,garden view,https://www.squareyards.com/resale-340-sq-yd-plot-in-jagatpura/9536389
688,tonk road, tonk road,15000000.0,4500.0,garden view,https://www.squareyards.com/resale-500-sq-yd-plot-in-shree-krishna-city/8240756
689,tonk road, tonk road,3770000.000000001,1044.0,garden view,https://www.squareyards.com/resale-116-sq-yd-plot-in-rk-vatika-city/8694508
690,vatika/vatika road, lakhna,776000.0,3285.0,road view,https://www.squareyards.com/resale-365-sq-yd-plot-in-high-govind-harivan/9241111
691,bhakrota, bhakrota,8750000.0,2250.0,road view,https://www.squareyards.com/resale-250-sq-yd-plot-in-bhankrota/9068087
692,other, jaichandpura,8556000.0,2025.0,garden view,https://www.squareyards.com/resale-225-sq-yd-plot-in-jaichandpura/9236936
693,bhakrota, bhankrota,6193000.0,1116.0,garden view,https://www.squareyards.com/resale-124-sq-yd-plot-in-homeland-vatsalya/8286643
694,bhakrota, bhankrota,6768000.000000001,1692.0,road view,https://www.squareyards.com/resale-188-sq-yd-plot-in-mukundam-homeland/8388834
695,renwal manji, renwal manji,1618000.0,1125.0,road view,https://www.squareyards.com/resale-125-sq-yd-plot-in-chart-balaji-enclave-renw/8688048
696,shivdaspura, shivdaspura,2433000.0,1098.0,road view,https://www.squareyards.com/resale-122-sq-yd-plot-in-riyasat-heritej/8394348
697,ajmer road, ajmer road,2100000.0,1494.0,garden view,https://www.squareyards.com/resale-166-sq-yd-plot-in-radha-kunj/8683078
698,other, b,18800000.0,4851.0,road view,https://www.squareyards.com/resale-539-sq-yd-plot-in-bindayaka/8813987
699,ajmer road, ajmer road,2111000.0,999.0,,https://www.squareyards.com/resale-111-sq-yd-plot-in-dream-world-city/8906980
700,other, hathoj,4434000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-tarang/8594898
701,bhakrota, bhankrota,11700000.0,2124.0,garden view,https://www.squareyards.com/resale-236-sq-yd-plot-in-homeland-vatsalya/8286722
702,kalwara, kalwara,6067000.0,1521.0,garden view,https://www.squareyards.com/resale-169-sq-yd-plot-in-keshvam-homeland-pratham/8282232
703,bhakrota, bhakrota,5097000.0,1278.0,road view,https://www.squareyards.com/resale-142-sq-yd-plot-in-mukundam-homeland/8389133
704,ajmer road, ajmer road,8081000.0,1971.0,garden view,https://www.squareyards.com/resale-219-sq-yd-plot-in-unique-city-nri-villas/8275354
705,sirsi road, sirsi road,5231000.0,1431.0,garden view,https://www.squareyards.com/resale-159-sq-yd-plot-in-prakash-enclave/8401360
707,ajmer road, mahapura,3133000.0,1089.0,garden view,https://www.squareyards.com/resale-121-sq-yd-plot-in-govind-aaradhy/8543095
708,jaisinghpura, jais,3052000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-vrb-the-pearl-enclave/8859275
709,ajmer road, ajmer road,4150000.0,1494.0,road view,https://www.squareyards.com/resale-166-sq-yd-plot-in-happy-kunj/8970943
710,sirsi road, sirsi road,4395000.0,900.0,road view,https://www.squareyards.com/resale-100-sq-yd-plot-in-sirsi-road/8641894
711,ajmer road, jaipur-ajmer express highway,3768000.0,999.0,,https://www.squareyards.com/resale-111-sq-yd-plot-in-dwarika-the-moden-down-ja/8185784
712,other, kapoorawala,1887000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-raghav-vihar-township-soc/8648250
713,other, tejawala,1600000.0,900.0,,https://www.squareyards.com/resale-100-sq-yd-plot-in-vrb-the-pearl-avenue/9075992
714,kalwara, kalwara,3429000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-keshvam-homeland-pratham/8189961
715,other, nayla,8750000.0,2250.0,garden view,https://www.squareyards.com/resale-250-sq-yd-plot-in-the-delight/8207148
718,kalwara, kalwara,1590000.0,981.0,road view,https://www.squareyards.com/resale-109-sq-yd-plot-in-kalwara/9359266
719,ajmer road, jaipur-ajmer express highway,5506000.0,1242.0,road view,https://www.squareyards.com/resale-138-sq-yd-plot-in-vasundhra-nagar-2/8406467
720,jagatpura, jagatpura,15100000.0,3600.0,garden view,https://www.squareyards.com/resale-400-sq-yd-plot-in-jagatpura/9536392
721,sirsi road, sirsi,4112000.0,1125.0,garden view,https://www.squareyards.com/resale-125-sq-yd-plot-in-prakash-enclave/8401275
722,tonk road, tonk road,2550000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-tonk-road/9378908
723,ajmer road, ajmer road,4040000.0,2259.0,road view,https://www.squareyards.com/resale-251-sq-yd-plot-in-ajmer-road/9467228
724,kalwara, kalwara,3500000.0,1944.0,garden view,https://www.squareyards.com/resale-216-sq-yd-plot-in-kalwara/8979836
725,other, murlipura,3400000.0,1170.0,road view,https://www.squareyards.com/resale-130-sq-yd-plot-in-murlipura/9474561
726,bhakrota, bhakrota,12200000.0,2700.0,garden view,https://www.squareyards.com/resale-300-sq-yd-plot-in-riyasat-krishnan-1st/8910303
727,other, ajairajpura,4599000.0,460.0,road view,https://www.squareyards.com/resale-460-sq-ft-plot-in-ramniwash-the-bagh/9035454
728,other, b,2800000.0,990.0,road view,https://www.squareyards.com/resale-110-sq-yd-plot-in-bindayaka/9378794
729,central jaipur, tonk phatak,60800000.0,5472.0,road view,https://www.squareyards.com/resale-608-sq-yd-plot-in-tonk-phatak/8366153
736,ajmer road, mahapura,6210000.0,1242.0,garden view,https://www.squareyards.com/resale-138-sq-yd-plot-in-keshvam-homeland/8187454
737,ajmer road, ajmer road,1495000.0,900.0,road view,https://www.squareyards.com/resale-100-sq-yd-plot-in-manhidra-sez-nevta-ring-r/8242073
738,other, jaichandpura,3800000.0,100.0,garden view,https://www.squareyards.com/resale-100-sq-ft-plot-in-jaichandpura/9236790
739,mohanpura, mohanpura,2644000.0,720.0,garden view,https://www.squareyards.com/resale-80-sq-yd-plot-in-mohanpura/9147433
740,vatika/vatika road, lakhna,768000.0,3312.0,road view,https://www.squareyards.com/resale-368-sq-yd-plot-in-high-govind-harivan/9241121
741,mansarovar, sumer nagar,28000000.0,1800.0,road view,https://www.squareyards.com/resale-200-sq-yd-plot-in-sumer-nagar/8233007
742,ajmer road, jaipur ajmer express highway,1695000.0,900.0,,https://www.squareyards.com/resale-100-sq-yd-plot-in-shree-krishna-residency-b/8616363
743,mohanpura, mohanpura,3659000.000000001,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-mohanpura/9147401
745,jagatpura, jagatpura,19400000.0,2430.0,,https://www.squareyards.com/resale-270-sq-yd-plot-in-jagatpura/9107601
746,agra road, agra road,4500000.0,1494.0,garden view,https://www.squareyards.com/resale-166-sq-yd-plot-in-agra-road/8979870
747,tonk road, tonk road,30500000.0,4500.0,road view,https://www.squareyards.com/resale-4500-sq-ft-plot-in-anand-enclave/9093670
748,other, hathoj,12500000.0,3672.0,road view,https://www.squareyards.com/resale-408-sq-yd-plot-in-hathoj/9149592
749,gandhi path, gandhi path,21500000.0,2997.0,road view,https://www.squareyards.com/resale-333-sq-yd-plot-in-gandhi-path-best-draunpur/8380317
750,sirsi road, sirsi,3290000.0,900.0,road view,https://www.squareyards.com/resale-100-sq-yd-plot-in-kedias-prakash-avenues/8928434
751,vaishali nagar, ekta nagar,3885000.0,999.0,,https://www.squareyards.com/resale-111-sq-yd-plot-in-shyamashish-greens/8403652
752,tonk road, tonk road,12000000.0,1080.0,road view,https://www.squareyards.com/resale-120-sq-yd-plot-in-tonk-phatak/8571192
753,other, balawala,1909000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-balawala/8768553
754,jagatpura, jagatpura,6000000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-jagatpura/8980080
756,delhi jaipur expressway, delhi-jaipur expressway,28000000.0,216000.0,,https://www.squareyards.com/resale-24000-sq-yd-plot-in-parbatsar/8177246
757,ajmer road, ajmer road,5500000.0,4500.0,,https://www.squareyards.com/resale-500-sq-yd-plot-in-ajmer-road/8719528
758,ajmer road, ajmer road,5544000.0,999.0,,https://www.squareyards.com/resale-111-sq-yd-plot-in-jay-shri-periwal-new-town/8717037
759,tonk road, tonk road,8680000.0,1260.0,road view,https://www.squareyards.com/resale-140-sq-yd-plot-in-sky-property-in-tonk-road/8221376
760,ajmer road, ajmer road,5645000.0,1377.0,garden view,https://www.squareyards.com/resale-153-sq-yd-plot-in-unique-city-nri-villas/8275128
761,kalwara, kalwara,4631000.0,1161.0,garden view,https://www.squareyards.com/resale-129-sq-yd-plot-in-keshvam-homeland-pratham/8277539
762,ajmer road, mahapura,6531000.0,1593.0,garden view,https://www.squareyards.com/resale-177-sq-yd-plot-in-rudra-residency/8543439
763,bhakrota, bhankrota,14400000.0,2601.0,garden view,https://www.squareyards.com/resale-289-sq-yd-plot-in-homeland-vatsalya/8286719
764,central jaipur, siwar,12200000.0,3600.0,road view,https://www.squareyards.com/resale-400-sq-yd-plot-in-bhumija-alankar/8858512
765,neota, neota,3154000.0,1494.0,road view,https://www.squareyards.com/resale-166-sq-yd-plot-in-vrb-world-city/8594991
766,other, jaichandpura,3807000.0,900.0,garden view,https://www.squareyards.com/resale-100-sq-yd-plot-in-jaichandpura/9236855
768,neota, neota,2500000.0,999.0,,https://www.squareyards.com/resale-111-sq-yd-plot-in-vrb-amber/8227557
769,neota, neota,2000000.0,900.0,garden view,https://www.squareyards.com/resale-100-sq-yd-plot-in-vrb-apna-ghar/8192926
770,tonk road, tonk road,3640000.0,1368.0,garden view,https://www.squareyards.com/resale-152-sq-yd-plot-in-tonk-road/8910049
771,other, b,16800000.0,4320.0,road view,https://www.squareyards.com/resale-480-sq-yd-plot-in-prime/8683401
772,other, basri jogiyan,6104000.0,2394.0,road view,https://www.squareyards.com/resale-266-sq-yd-plot-in-riyasat-eco-park/8394384
773,ajmer road, ajmer road,2775000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-mahendra-sez/8931017
774,ajmer road, ajmer road,3000000.0,900.0,,https://www.squareyards.com/resale-100-sq-yd-plot-in-nevta-green/8382416
775,tonk road, tonk road,3000000.0,900.0,road view,https://www.squareyards.com/resale-100-sq-yd-plot-in-shree-sagr-city-jaipur/8189012
776,ajmer road, ajmer road,6088000.0,1485.0,garden view,https://www.squareyards.com/resale-165-sq-yd-plot-in-unique-city-nri-villas/8275292
777,other, boytawala,7625000.0,1125.0,road view,https://www.squareyards.com/resale-125-sq-yd-plot-in-aman-enclave-boytawala/8683472
780,ajmer road, ajmer road,3768000.0,999.0,,https://www.squareyards.com/resale-111-sq-yd-plot-in-dwarika-modern-town/8609179
781,diggi road, diggi road,1860000.0,1350.0,,https://www.squareyards.com/resale-150-sq-yd-plot-in-rbl-diggi-road-investment/8374796
782,ajmer road, jaipur-ajmer express highway,1659000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-raghav-vihar/8374791
783,kalwara, kalwara,11200000.000000002,2826.0,garden view,https://www.squareyards.com/resale-314-sq-yd-plot-in-keshvam-homeland-pratham/8282474
784,ajmer road, ajmer road,7712000.0,1881.0,garden view,https://www.squareyards.com/resale-209-sq-yd-plot-in-unique-city-nri-villas/8275367
785,tonk road, tonk road,3900000.0,1080.0,,https://www.squareyards.com/resale-120-sq-yd-plot-in-shree-sagar-city/8718766
786,sirsi road, sirsi road,4878000.0,999.0,,https://www.squareyards.com/resale-111-sq-yd-plot-in-keshav-green-sirsi-road/8173878
787,diggi road, diggi road,1800000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-diggi-road-sanganer/8359270
788,ajmer road, jaipur ajmer express highway,1714999.9999999998,1539.0,garden view,https://www.squareyards.com/resale-171-sq-yd-plot-in-jaipur-ajmer-express-highway/9547487
789,vatika/vatika road, lakhna,770000.0,2970.0,road view,https://www.squareyards.com/resale-330-sq-yd-plot-in-high-govind-harivan/9240898
791,tonk road, tonk road,2200000.0,1368.0,,https://www.squareyards.com/resale-152-sq-yd-plot-in-jnd-greens-tonk-road-jaip/8769204
792,shivdaspura, shivdaspura,5000000.0,1800.0,road view,https://www.squareyards.com/resale-200-sq-yd-plot-in-tonk-road/9156160
793,other, ajairajpura,1595000.0,900.0,garden view,https://www.squareyards.com/resale-100-sq-yd-plot-in-pearl-avenue-manhidra-sez/9117655
794,agra road, agra road,4235000.0,1089.0,road view,https://www.squareyards.com/resale-121-sq-yd-plot-in-tha-delight/8673804
795,tonk road, tonk road,3764000.0,1044.0,garden view,https://www.squareyards.com/resale-116-sq-yd-plot-in-rk-vatika-city/8786558
796,ajmer road, ajmer road,5328000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-manglams-grand-city/8189969
797,sikar road, sikar road,8234999.999999999,1215.0,road view,https://www.squareyards.com/resale-135-sq-yd-plot-in-aman-enclave/8683451
798,khatipura, khatipura,2325000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-khedapati-shree-krishnam/8180502
799,bhakrota, bhankrota,5312000.0,1494.0,road view,https://www.squareyards.com/resale-166-sq-yd-plot-in-bhankrota/9059350
800,vatika/vatika road, vatika,3764000.0,1044.0,garden view,https://www.squareyards.com/resale-116-sq-yd-plot-in-gun-sagar-valley/8636733
801,sirsi road, sirsi road,3290000.0,900.0,garden view,https://www.squareyards.com/resale-100-sq-yd-plot-in-prakash-enclave/8400920
802,kalwara, kalwara,7898000.0,1980.0,garden view,https://www.squareyards.com/resale-220-sq-yd-plot-in-keshvam-homeland-pratham/8282245
803,kalwara, kalwara,1590000.0,1323.0,road view,https://www.squareyards.com/resale-147-sq-yd-plot-in-kalwara/9359202
805,ajmer road, jaipur-ajmer express highway,7501000.000000001,1692.0,road view,https://www.squareyards.com/resale-188-sq-yd-plot-in-vasundhra-nagar-2/8411248
807,jagatpura, jagatpura,7580000.0,1800.0,garden view,https://www.squareyards.com/resale-200-sq-yd-plot-in-galaxy-star-city/9122705
808,central jaipur, shyam nagar,40000000.0,2205.0,,https://www.squareyards.com/resale-245-sq-yd-plot-in-shyam-nagar/8214024
810,ajmer road, ajmer road,4250000.0,2430.0,road view,https://www.squareyards.com/resale-270-sq-yd-plot-in-ajmer-road/9467264
811,central jaipur, prem pura village,1900000.0,1098.0,garden view,https://www.squareyards.com/resale-122-sq-yd-plot-in-prem-pura-village/8708352
812,other, murlipura,3390000.0,918.0,road view,https://www.squareyards.com/resale-102-sq-yd-plot-in-murlipura/9474559
813,kalwar road, gokulpura,8120000.0,1305.0,road view,https://www.squareyards.com/resale-145-sq-yd-plot-in-gokulpura/8678496
814,ajmer road, ajmer road,2822000.0,1494.0,road view,https://www.squareyards.com/resale-166-sq-yd-plot-in-ace-india-platinum-greens-plot/9002419
815,jaisinghpura, jais,3320000.0000000005,1494.0,road view,https://www.squareyards.com/resale-166-sq-yd-plot-in-vrb-the-platinum-city/9036805
816,tonk road, tonk road,8680000.0,1260.0,garden view,https://www.squareyards.com/resale-140-sq-yd-plot-in-sky-royal-enclave/8239688
817,agra road, agra road,4620000.0,1188.0,road view,https://www.squareyards.com/resale-132-sq-yd-plot-in-khutada-mode/8909669
818,ajmer road, ajmer road,13600000.000000002,2043.0,road view,https://www.squareyards.com/resale-227-sq-yd-plot-in-ajmer-road/8213999
819,ajmer road, jaipur ajmer express highway,1795000.0,1548.0,garden view,https://www.squareyards.com/resale-172-sq-yd-plot-in-jaipur-ajmer-express-highway/9547483
820,ajmer road, mahapura,3159000.0,1098.0,garden view,https://www.squareyards.com/resale-122-sq-yd-plot-in-govind-aaradhy/8543005
827,mohanpura, mohanpura,3651000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-mohanpura/9147399
828,jagatpura, jagatpura,18300000.0,2430.0,,https://www.squareyards.com/resale-270-sq-yd-plot-in-jagatpura/9107625
829,ajmer road, bagru khurd,1600000.0,900.0,,https://www.squareyards.com/resale-100-sq-yd-plot-in-purple-hill-city/8633823
830,sikar road, sikar road,6000000.0,900.0,,https://www.squareyards.com/resale-100-sq-yd-plot-in-gated-township/8630924
831,other, ajairajpura,2129000.0,873.0,garden view,https://www.squareyards.com/resale-97-sq-yd-plot-in-shree-ganesham/9073717
832,diggi road, diggi road,1300000.0,900.0,road view,https://www.squareyards.com/resale-100-sq-yd-plot-in-krishna-nagar-vistar-a/9103372
833,renwal manji, renwal manji,1300000.0,900.0,,https://www.squareyards.com/resale-100-sq-yd-plot-in-krishna-nagar-vistar-a/9108451
834,agra road, agra road,6400000.0,1800.0,road view,https://www.squareyards.com/resale-200-sq-yd-plot-in-the-delight/9188237
835,other, murlipura,3130000.0,918.0,road view,https://www.squareyards.com/resale-102-sq-yd-plot-in-murlipura/9474529
836,ajmer road, ajmer road,5092000.0,1242.0,road view,https://www.squareyards.com/resale-138-sq-yd-plot-in-unique-city-extension/8561518
837,other, nars,3162000.0,1035.0,garden view,https://www.squareyards.com/resale-115-sq-yd-plot-in-vrb-pearl-enclave/8859297
838,other, nari ka bas,24300000.0,12159.0,garden view,https://www.squareyards.com/resale-1351-sq-yd-plot-in-ansal-sushant-city/8689714
839,gandhi path, gandhi path,9800000.0,1323.0,road view,https://www.squareyards.com/resale-147-sq-yd-plot-in-gandhi-path-road-rangoli/8486395
840,agra road, agra road,3600000.0,900.0,,https://www.squareyards.com/resale-100-sq-yd-plot-in-agra-road/8717436
841,kalwar road, gov,3720000.000000001,999.0,,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-govindam-homes/8833832
843,sanganer, sanganer,19500000.0,2700.0,road view,https://www.squareyards.com/resale-300-sq-yd-plot-in-sanganer/8172192
844,mansarovar, patrakar colony,7209000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-ganesham-realty/8788163
845,other, b,6640000.000000001,1494.0,road view,https://www.squareyards.com/resale-166-sq-yd-plot-in-bhumija-prangan/9098360
846,jagatpura, jagatpura,3500000.0,1000.0,road view,https://www.squareyards.com/resale-1000-sq-ft-plot-in-ssb-times-residency/9237930
847,ajmer road, ajmer road,2000000.0,1800.0,road view,https://www.squareyards.com/resale-200-sq-yd-plot-in-ajmer-road/8719429
848,other, narayan vihar,15000000.0,2097.0,,https://www.squareyards.com/resale-233-sq-yd-plot-in-narayan-vihar/9111942
849,other, b,3000000.0,999.0,,https://www.squareyards.com/resale-111-sq-yd-plot-in-vrb-prime/8810611
850,vatika/vatika road, vatika road,3250000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-paradise-extensio/9675128
851,jaisinghpura, jais,3300000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-vrb-amber-extension-1st/9647952
852,renwal manji, renwal manji,2394000.0,1080.0,road view,https://www.squareyards.com/resale-120-sq-yd-plot-in-renwal-manji/9843845
853,vatika/vatika road, vatika,3250000.0,999.0,,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-paradise-extensio/9663582
854,other, daulatpura,2300000.0,900.0,road view,https://www.squareyards.com/resale-100-sq-yd-plot-in-daulatpura/9863667
855,diggi road, diggi malpura road,2436000.0,999.0,,https://www.squareyards.com/resale-111-sq-yd-plot-in-diggi-malpura-road/9720300
856,sikar road, harmada,6550000.0,999.0,,https://www.squareyards.com/resale-111-sq-yd-plot-in-harmada/9808858
857,sikar road, rajawas,2850000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-rajawas/9835986
858,renwal manji, renwal manji,4286000.0,1926.0,road view,https://www.squareyards.com/resale-214-sq-yd-plot-in-renwal-manji/9854937
860,kishorpura, kishorpura,6288000.0,2268.0,road view,https://www.squareyards.com/resale-252-sq-yd-plot-in-kishorpura/9854631
861,sikar road, sikar road,6550000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-sikar-road/9809843
862,bhapura, bhapura,2550000.0,918.0,garden view,https://www.squareyards.com/resale-102-sq-yd-plot-in-vrb-global-city/9645925
863,ajmer road, ajmer road,23400000.0,10305.0,road view,https://www.squareyards.com/resale-1145-sq-yd-plot-in-melange-isle/9783836
864,sodala, sodala,12300000.0,1305.0,,https://www.squareyards.com/resale-145-sq-yd-plot-in-sodala/9727405
865,jagatpura, jagatpura,15000000.0,1242.0,road view,https://www.squareyards.com/resale-138-sq-yd-plot-in-jagatpura/9787951
867,sirsi road, sirsi road,9520000.0,2448.0,road view,https://www.squareyards.com/resale-272-sq-yd-plot-in-manglam-shri-krishna-van/9743429
870,sirsi road, sirsi road,10800000.0,2448.0,road view,https://www.squareyards.com/resale-272-sq-yd-plot-in-manglam-shri-krishna-van/9766528
871,sirsi road, sirsi road,11200000.000000002,2538.0,garden view,https://www.squareyards.com/resale-282-sq-yd-plot-in-manglams-balaji-city/9727116
872,renwal manji, renwal manji,2898000.0,1305.0,road view,https://www.squareyards.com/resale-145-sq-yd-plot-in-renwal-manji/9854960
873,renwal manji, renwal manji,2409000.0,1080.0,road view,https://www.squareyards.com/resale-120-sq-yd-plot-in-renwal-manji/9872791
874,renwal manji, renwal manji,3264000.0,1602.0,road view,https://www.squareyards.com/resale-178-sq-yd-plot-in-renwal-manji/9855890
875,renwal manji, renwal manji,3059000.0,1377.0,road view,https://www.squareyards.com/resale-153-sq-yd-plot-in-renwal-manji/9868676
876,renwal manji, renwal manji,3061000.0,1377.0,road view,https://www.squareyards.com/resale-153-sq-yd-plot-in-renwal-manji/9872532
877,renwal manji, renwal manji,3069000.0,1377.0,road view,https://www.squareyards.com/resale-153-sq-yd-plot-in-renwal-manji/9868471
878,renwal manji, renwal manji,3060000.0,1377.0,road view,https://www.squareyards.com/resale-153-sq-yd-plot-in-renwal-manji/9871039
880,bhapura, bhapura,2600000.0,936.0,garden view,https://www.squareyards.com/resale-104-sq-yd-plot-in-vrb-global-city/9645926
881,bhapura, bhapura,3050000.0,1098.0,garden view,https://www.squareyards.com/resale-122-sq-yd-plot-in-vrb-global-city/9645935
882,bhapura, bhapura,3000000.0,1080.0,garden view,https://www.squareyards.com/resale-120-sq-yd-plot-in-vrb-global-city/9645934
883,bhapura, bhapura,2700000.0,972.0,garden view,https://www.squareyards.com/resale-108-sq-yd-plot-in-vrb-global-city/9645928
884,bhapura, bhapura,2950000.0,1062.0,garden view,https://www.squareyards.com/resale-118-sq-yd-plot-in-vrb-global-city/9645933
885,bhapura, bhapura,2900000.0,1044.0,garden view,https://www.squareyards.com/resale-116-sq-yd-plot-in-vrb-global-city/9645932
886,bhapura, bhapura,3300000.0,1188.0,garden view,https://www.squareyards.com/resale-132-sq-yd-plot-in-vrb-global-city/9645941
887,bhapura, bhapura,3750000.0,1350.0,garden view,https://www.squareyards.com/resale-150-sq-yd-plot-in-vrb-global-city/9645923
888,bhapura, bhapura,2850000.0,1026.0,garden view,https://www.squareyards.com/resale-114-sq-yd-plot-in-vrb-global-city/9645931
889,bhapura, bhapura,3200000.0,1152.0,garden view,https://www.squareyards.com/resale-128-sq-yd-plot-in-vrb-global-city/9645939
890,bhapura, bhapura,3150000.0,1134.0,garden view,https://www.squareyards.com/resale-126-sq-yd-plot-in-vrb-global-city/9645938
891,bhapura, bhapura,3100000.0,1116.0,garden view,https://www.squareyards.com/resale-124-sq-yd-plot-in-bhapura/9645937
892,bhapura, bhapura,2750000.0,990.0,garden view,https://www.squareyards.com/resale-110-sq-yd-plot-in-vrb-global-city/9645929
893,other, daulatpura,4245000.0,2700.0,road view,https://www.squareyards.com/resale-300-sq-yd-plot-in-daulatpura/9767724
894,tonk road, tonk road,2650000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-padam-vatika/9719350
895,ajmer road, ajmer road,2475000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-kayad-kunj/9724090
896,ajmer road, ajmer road,3850000.0,1944.0,water view,https://www.squareyards.com/resale-216-sq-yd-plot-in-panchwati/9729470
897,ajmer road, ajmer road,6400000.0,3528.0,water view,https://www.squareyards.com/resale-392-sq-yd-plot-in-narayan-vihar/9731440
898,ajmer road, ajmer road,8031999.999999999,3150.0,garden view,https://www.squareyards.com/resale-350-sq-yd-plot-in-ajmer-road/9744549
899,ajmer road, ajmer road,7344000.0,2880.0,garden view,https://www.squareyards.com/resale-320-sq-yd-plot-in-ajmer-road/9744518
900,ajmer road, ajmer road,5003000.0,1962.0,garden view,https://www.squareyards.com/resale-218-sq-yd-plot-in-ajmer-road/9744569
901,ajmer road, ajmer road,7917000.0,3105.0,garden view,https://www.squareyards.com/resale-345-sq-yd-plot-in-ajmer-road/9744528
902,ajmer road, ajmer road,3372999.9999999995,1323.0,garden view,https://www.squareyards.com/resale-147-sq-yd-plot-in-ajmer-road/9744420
903,ajmer road, ajmer road,7252000.0,2844.0,garden view,https://www.squareyards.com/resale-316-sq-yd-plot-in-ajmer-road/9744562
904,tonk road, tonk road,3875000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-anand-lok/9724095
905,ajmer road, ajmer road,8150000.0,5805.0,water view,https://www.squareyards.com/resale-645-sq-yd-plot-in-platinum-greens/9729465
906,ajmer road, ajmer road,4250000.0,1377.0,water view,https://www.squareyards.com/resale-153-sq-yd-plot-in-panchvati-nagar/9731452
907,ajmer road, ajmer road,3281000.0,1287.0,garden view,https://www.squareyards.com/resale-143-sq-yd-plot-in-ajmer-road/9744415
908,ajmer road, ajmer road,4475000.0,1755.0,garden view,https://www.squareyards.com/resale-195-sq-yd-plot-in-ajmer-road/9744439
909,ajmer road, ajmer road,8602000.0,3375.0,garden view,https://www.squareyards.com/resale-375-sq-yd-plot-in-ajmer-road/9744559
910,ajmer road, ajmer road,3850000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-sood-vihar/9724092
911,ajmer road, ajmer road,3880000.0,2250.0,garden view,https://www.squareyards.com/resale-250-sq-yd-plot-in-shree-dham/9729467
912,ajmer road, ajmer road,2475000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-happy-enclave/9731447
